a,b,c,d,e,f,g,h,i,FE
1.50,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,49.60
1.60,4.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,42.00
1.60,4.00,6.00,0.00,0.00,2.00,2.00,1.00,1.00,49.95
1.60,4.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,45.30
1.60,4.00,6.00,0.00,0.00,2.00,2.00,1.00,1.00,45.50
1.60,4.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,42.80
1.60,4.00,6.00,0.00,0.00,2.00,2.00,1.00,1.00,43.70
2.50,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,42.90
2.50,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,43.26
2.50,4.00,5.00,0.00,0.00,2.00,2.00,0.00,1.00,37.59
2.50,4.00,4.00,1.00,0.00,2.00,2.00,0.00,1.00,36.66
2.50,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,34.43
2.50,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,31.37
2.00,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,41.57
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,44.71
2.00,4.00,6.00,0.00,0.00,2.00,2.00,0.00,0.00,59.54
2.00,4.00,6.00,1.00,0.00,2.00,2.00,0.00,0.00,59.44
2.00,4.00,5.00,0.00,0.00,1.00,1.00,0.00,0.00,46.20
2.00,4.00,6.00,1.00,0.00,1.00,1.00,0.00,0.00,41.40
2.50,5.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,44.52
2.50,5.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,42.49
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.80
6.80,8.00,8.00,0.00,0.00,1.00,1.00,1.00,0.00,23.40
4.40,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,33.05
4.40,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,33.60
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,42.00
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.49
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,36.10
2.00,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,39.40
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,44.70
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,42.50
2.00,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,41.50
2.00,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,43.50
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,40.50
3.00,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,39.70
2.50,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,40.81
2.50,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,37.98
3.70,6.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,36.75
3.70,6.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,33.40
5.60,8.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,34.50
5.60,8.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,32.40
3.00,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,39.70
2.50,4.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,51.60
2.30,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,34.70
3.00,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,47.10
4.20,8.00,8.00,0.00,0.00,2.00,2.00,1.00,0.00,35.72
3.00,6.00,8.00,1.00,0.00,2.00,2.00,1.00,1.00,38.00
4.40,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,31.23
4.40,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,30.55
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.50
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.50
4.40,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,33.60
4.40,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,29.84
4.40,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,27.73
4.40,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,29.84
4.40,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,27.73
3.60,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,37.90
5.70,8.00,5.00,1.00,0.00,1.00,1.00,1.00,0.00,34.50
4.60,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,33.90
3.60,6.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,37.30
3.60,6.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,36.54
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,36.92
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,37.43
3.00,6.00,6.00,0.00,0.00,2.00,2.00,1.00,1.00,35.44
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,35.89
1.60,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,43.30
1.60,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,45.60
1.60,4.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,41.70
2.40,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,38.70
2.40,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,38.70
2.50,4.00,5.00,0.00,0.00,2.00,2.00,0.00,1.00,37.59
2.50,4.00,4.00,1.00,0.00,2.00,2.00,0.00,1.00,36.66
2.50,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,34.43
2.50,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,31.37
3.50,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,32.20
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,28.10
4.70,8.00,5.00,1.00,0.00,1.00,1.00,0.00,0.00,25.70
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,27.80
4.70,8.00,5.00,1.00,0.00,1.00,1.00,0.00,0.00,25.60
5.70,8.00,5.00,1.00,0.00,1.00,1.00,1.00,0.00,27.20
3.70,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,31.36
3.70,6.00,6.00,0.00,1.00,2.00,2.00,1.00,0.00,31.36
5.00,8.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,28.72
5.00,8.00,6.00,0.00,1.00,2.00,2.00,1.00,0.00,28.70
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,24.40
4.70,8.00,5.00,0.00,0.00,1.00,1.00,0.00,0.00,25.60
4.70,8.00,5.00,1.00,0.00,1.00,1.00,0.00,0.00,24.60
5.70,8.00,5.00,1.00,0.00,1.00,1.00,1.00,0.00,25.60
3.70,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,28.57
3.70,6.00,6.00,0.00,1.00,2.00,2.00,1.00,0.00,28.57
5.00,8.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,25.90
5.00,8.00,6.00,0.00,1.00,2.00,2.00,1.00,0.00,25.90
6.20,8.00,6.00,0.00,1.00,1.00,1.00,1.00,0.00,19.51
2.20,4.00,6.00,0.00,0.00,2.00,2.00,0.00,0.00,30.45
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.47
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.47
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.47
4.60,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,23.00
5.40,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,21.80
4.60,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,23.00
5.40,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,21.64
6.80,10.00,5.00,1.00,1.00,1.00,1.00,0.00,0.00,18.60
5.40,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,21.20
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.47
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.47
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.47
4.80,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,22.80
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.80
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.63
4.60,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,21.90
5.40,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,21.20
6.80,10.00,5.00,1.00,1.00,1.00,1.00,0.00,0.00,17.70
5.40,8.00,4.00,1.00,1.00,1.00,1.00,0.00,0.00,20.60
4.80,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,22.80
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.80
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.65
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.00
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.00
2.70,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.00
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.00
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,30.05
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.70
3.60,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,32.30
5.70,8.00,5.00,1.00,0.00,1.00,1.00,1.00,0.00,27.20
2.00,4.00,4.00,0.00,0.00,2.00,2.00,1.00,0.00,36.80
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.50
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,30.40
4.00,6.00,5.00,1.00,0.00,2.00,2.00,0.00,0.00,29.40
3.50,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,34.76
3.50,6.00,6.00,1.00,1.00,2.00,2.00,1.00,0.00,34.77
6.00,8.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,32.80
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.70
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,40.30
2.40,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,37.30
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,35.80
5.40,8.00,6.00,1.00,1.00,2.00,1.00,1.00,0.00,24.16
2.00,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,43.20
2.00,4.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,42.97
3.20,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.54
3.20,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.54
3.00,6.00,8.00,1.00,0.00,2.00,2.00,1.00,1.00,35.51
3.00,6.00,8.00,1.00,0.00,2.00,2.00,1.00,1.00,35.99
3.00,6.00,8.00,1.00,0.00,2.00,2.00,1.00,1.00,32.29
4.40,8.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,28.16
6.00,8.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,32.40
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,24.20
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,24.20
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,29.00
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,29.00
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.20
3.60,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,31.20
5.70,8.00,5.00,1.00,0.00,1.00,1.00,1.00,0.00,27.29
3.60,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,32.90
3.70,6.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,28.50
4.00,6.00,5.00,1.00,0.00,2.00,2.00,0.00,0.00,28.50
6.00,8.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,32.40
5.30,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,29.00
6.20,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,24.20
6.00,8.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,21.20
5.00,8.00,7.00,1.00,0.00,2.00,2.00,1.00,1.00,27.44
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,37.40
3.50,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.90
5.00,8.00,6.00,1.00,0.00,2.00,2.00,1.00,1.00,24.79
5.00,8.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,23.60
3.00,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,31.50
3.00,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,34.40
3.00,6.00,7.00,1.00,0.00,2.00,2.00,1.00,0.00,33.30
2.00,4.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,41.20
3.00,6.00,8.00,1.00,0.00,2.00,2.00,1.00,1.00,33.13
2.50,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,32.80
2.50,4.00,5.00,0.00,0.00,2.00,2.00,1.00,0.00,37.60
2.50,4.00,4.00,1.00,0.00,2.00,2.00,1.00,0.00,37.04
2.50,4.00,1.00,1.00,0.00,2.00,2.00,0.00,1.00,40.11
2.50,4.00,6.00,0.00,0.00,2.00,2.00,0.00,1.00,37.14
3.60,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,34.26
3.60,6.00,5.00,1.00,0.00,2.00,2.00,1.00,0.00,29.50
3.00,6.00,8.00,1.00,0.00,2.00,2.00,1.00,0.00,33.20
1.80,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,49.10
1.80,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,50.80
4.60,8.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,21.90
4.60,8.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,24.30
2.00,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,48.70
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,46.20
2.40,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,43.43
2.40,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,44.80
2.40,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,59.90
2.00,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,51.79
3.50,6.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,34.03
2.00,4.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,39.44
2.00,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,46.90
2.80,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,30.30
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,31.30
3.00,6.00,6.00,1.00,0.00,2.00,2.00,1.00,0.00,34.40
2.40,4.00,6.00,0.00,0.00,2.00,2.00,1.00,0.00,56.30
